0.0053748;10000
0.0053749;10000
0.0053653;10000
0.0053854;10000
0.0053478;10000
0.0054776;10000
0.0053883;10000
0.0053625;10000
0.0054231;10000
0.0053965;10000
0.0053712;10000
0.0053638;10000
0.005366;10000
0.0053489;10000
0.0053465;10000
0.0053928;10000
0.0053507;10000
0.005348;10000
0.0053694;10000
0.0053635;10000
0.0053634;10000
0.0054864;10000
0.005355;10000
0.0053967;10000
0.0053516;10000
0.0053671;10000
0.0055352;10000
0.0053514;10000
0.0054162;10000
0.0053543;10000
0.0054178;10000
0.0056174;10000
0.0053823;10000
0.0053939;10000
0.0200737;10000
0.0054967;10000
0.0056152;10000
0.0053486;10000
0.0054549;10000
0.0054265;10000
0.0053679;10000
0.0053604;10000
0.0053495;10000
0.0053751;10000
0.0053793;10000
0.0053704;10000
0.0053734;10000
0.0053637;10000
0.0053542;10000
0.0053684;10000
0.0053682;10000
0.0053556;10000
0.0053725;10000
0.0053513;10000
0.0053778;10000
0.00539;10000
0.0053524;10000
0.0054007;10000
0.0053498;10000
0.0053888;10000
0.0053537;10000
0.0055326;10000
0.0054773;10000
0.0055484;10000
0.005382;10000
0.0053545;10000
0.0053777;10000
0.0053805;10000
0.0053501;10000
0.0054601;10000
0.0054784;10000
0.005395;10000
0.0054256;10000
0.005387;10000
0.005357;10000
0.0055107;10000
0.005366;10000
0.0053485;10000
0.0053463;10000
0.0053474;10000
0.0115726;20000
0.0115143;20000
0.0116064;20000
0.0117033;20000
0.0115447;20000
0.0116773;20000
0.0116885;20000
0.0115272;20000
0.0115182;20000
0.011508;20000
0.011533;20000
0.0115174;20000
0.0115462;20000
0.0116216;20000
0.0115217;20000
0.0117171;20000
0.0114264;20000
0.0117206;20000
0.0117951;20000
0.0115264;20000
0.0115633;20000
0.0117072;20000
0.011528;20000
0.0111443;20000
0.0116232;20000
0.0115287;20000
0.0114844;20000
0.0116127;20000
0.0115371;20000
0.0115328;20000
0.0115538;20000
0.0115063;20000
0.0115506;20000
0.0115343;20000
0.0115093;20000
0.0119682;20000
0.0115292;20000
0.0115323;20000
0.0118379;20000
0.0117015;20000
0.0115595;20000
0.0117255;20000
0.0117204;20000
0.0116021;20000
0.011523;20000
0.0115196;20000
0.011532;20000
0.0117697;20000
0.0118468;20000
0.0115874;20000
0.0115684;20000
0.0116537;20000
0.0116806;20000
0.0115407;20000
0.0113784;20000
0.0114825;20000
0.0109276;20000
0.0113654;20000
0.0116125;20000
0.0110861;20000
0.0115082;20000
0.0112524;20000
0.011403;20000
0.0114003;20000
