0.0032268;1000
0.0031858;1000
0.0032352;1000
0.0030679;1000
0.0030426;1000
0.0030428;1000
0.003042;1000
0.0031425;1000
0.003064;1000
0.003042;1000
0.0030703;1000
0.0031198;1000
0.0030735;1000
0.0031627;1000
0.0030649;1000
0.0030424;1000
0.0117094;1000
0.0041954;1000
0.0035162;1000
0.0032453;1000
0.0034814;1000
0.003377;1000
0.0030476;1000
0.0032975;1000
0.0030631;1000
0.0031956;1000
0.0030696;1000
0.0030418;1000
0.0031189;1000
0.0030424;1000
0.0124809;2000
0.0122614;2000
0.012223;2000
0.0122438;2000
0.0128722;2000
0.0123024;2000
0.0121955;2000
0.01229;2000
0.0122465;2000
0.0123117;2000
0.012333;2000
0.0124446;2000
0.0123478;2000
0.0135182;2000
0.0122406;2000
0.0128363;2000
0.0123171;2000
0.0124031;2000
0.0122508;2000
0.0124586;2000
0.0122851;2000
0.0123684;2000
0.0121563;2000
0.0126012;2000
0.0124413;2000
0.0122507;2000
0.0123278;2000
0.0122896;2000
0.0121169;2000
0.0121202;2000
0.0506821;4000
0.0483904;4000
0.0476493;4000
0.0475548;4000
0.0484735;4000
0.0478312;4000
0.0481078;4000
0.0501945;4000
0.0481874;4000
0.048589;4000
0.0482451;4000
0.0479048;4000
0.0469415;4000
0.048827;4000
0.0491291;4000
0.049749;4000
0.0487945;4000
0.0473511;4000
0.0485961;4000
0.0499033;4000
0.049228;4000
0.04847;4000
0.0472851;4000
0.046612;4000
0.0480781;4000
0.0492706;4000
0.0511348;4000
0.0494335;4000
0.0482228;4000
0.0486515;4000
0.196605;8000
0.196237;8000
0.199077;8000
0.200729;8000
0.193269;8000
0.196161;8000
0.188562;8000
0.192764;8000
0.192417;8000
0.189557;8000
0.188126;8000
0.192882;8000
0.192849;8000
0.196917;8000
0.195827;8000
0.193231;8000
0.195593;8000
0.191911;8000
0.191623;8000
0.195785;8000
0.194496;8000
0.191713;8000
0.201841;8000
0.193567;8000
0.196228;8000
0.192037;8000
0.191561;8000
0.19681;8000
0.20191;8000
0.202463;8000
0.777222;16000
0.779823;16000
0.767824;16000
0.773884;16000
0.756589;16000
0.764494;16000
0.76101;16000
0.766537;16000
0.774633;16000
0.760926;16000
0.771093;16000
0.770221;16000
0.768024;16000
0.755989;16000
0.769499;16000
0.751015;16000
0.762475;16000
0.775992;16000
0.767548;16000
0.760125;16000
0.779121;16000
0.760573;16000
0.83032;16000
0.766684;16000
0.765108;16000
0.758355;16000
0.766236;16000
0.762107;16000
0.776761;16000
0.942518;16000
3.07484;32000
3.05939;32000
3.04009;32000
3.05054;32000
3.03911;32000
3.04169;32000
3.05509;32000
3.04173;32000
3.0442;32000
3.04801;32000
3.07327;32000
3.05779;32000
3.03049;32000
3.06089;32000
3.0586;32000
3.04442;32000
3.0333;32000
3.06716;32000
3.17943;32000
3.04331;32000
3.02972;32000
3.0634;32000
3.05157;32000
3.05872;32000
3.06753;32000
3.06401;32000
3.05243;32000
3.04814;32000
3.01679;32000
3.05995;32000
12.2379;64000
12.1341;64000
12.2055;64000
12.2185;64000
12.5749;64000
12.3681;64000
12.3498;64000
12.3804;64000
12.4809;64000
12.5026;64000
12.6083;64000
12.2814;64000
12.1867;64000
12.179;64000
12.1648;64000
12.3264;64000
12.1878;64000
12.2903;64000
12.2099;64000
12.1512;64000
12.1994;64000
12.1752;64000
12.1872;64000
12.148;64000
12.2533;64000
12.2462;64000
12.2128;64000
12.1982;64000
12.2286;64000
12.2414;64000
